谓词,断言数,是否原始形式(raw:)
raw:惩处,10,1
raw:战役地点,10,1
raw:战术关联,10,1
raw:战略行动,10,1
raw:所在地,10,1
raw:批示,10,1
raw:担任队长,10,1
raw:捐献,10,1
raw:掩护者,10,1
raw:撰稿和誊写员,10,1
raw:政策实施,10,1
raw:救助关系,10,1
raw:时间顺序,10,1
raw:更名,10,1
raw:架设,10,1
raw:查封,10,1
raw:武装冲突,10,1
raw:汇报关系,10,1
raw:活动路线,10,1
raw:派,10,1
raw:牺牲事件,10,1
raw:牺牲关联,10,1
raw:珍藏,10,1
raw:目的地,10,1
raw:相关人物与事件,10,1
raw:策反工作,10,1
raw:管辖关系,10,1
raw:精神驱动,10,1
raw:纪念地,10,1
raw:组织区域,10,1
raw:统战联络,10,1
raw:职务任命,10,1
raw:职责,10,1
raw:职责关联,10,1
raw:联系对象,10,1
raw:致信,10,1
raw:藏匿地点,10,1
raw:衍生,10,1
raw:被害,10,1
raw:被镇压,10,1
raw:讲授,10,1
raw:设于,10,1
raw:询问,10,1
raw:请求支援,10,1
raw:谈判代表,10,1
raw:路线关联,10,1
raw:遗留,10,1
raw:配合解放,10,1
raw:革命联系,10,1
raw:领导-组织,10,1
raw:驻地关系,10,1
raw:驻地关联,10,1
raw:met_with,9,1
raw:事件发生时间,9,1
raw:互动对象,9,1
raw:交朋友,9,1
raw:人物与组织关系,9,1
raw:会合地点,9,1
raw:传播对象,9,1
raw:传播工具,9,1
raw:作者,9,1
raw:使用物,9,1
raw:侦察行动,9,1
raw:偷袭,9,1
raw:内容关联,9,1
raw:决策-行动,9,1
raw:分管,9,1
raw:创建关系,9,1
raw:制服,9,1
raw:参与斗争,9,1
raw:参观,9,1
raw:反动势力,9,1
raw:反思,9,1
raw:发起组织,9,1
raw:合编,9,1
raw:告密,9,1
raw:围捕,9,1
raw:地属关系,9,1
raw:坚持斗争,9,1
raw:埋伏,9,1
raw:处置,9,1
raw:夹击,9,1
raw:媒介,9,1
raw:守卫,9,1
raw:安置区域,9,1
raw:属地,9,1
raw:巡视指导,9,1
raw:工具,9,1
raw:归属关系,9,1
raw:征收,9,1
raw:思想指导,9,1
raw:成立地,9,1
raw:战役,9,1
raw:战略通道,9,1
raw:抗议对象,9,1
raw:抢劫,9,1
raw:担任职务,9,1
raw:指挥机构,9,1
raw:指示传达,9,1
raw:据点关联,9,1
raw:据点负责人,9,1
raw:推动者,9,1
raw:推进/围剿,9,1
raw:揭露对象,9,1
raw:撰写者,9,1
raw:支持行动,9,1
raw:教唱,9,1
raw:时空关联,9,1
raw:智取,9,1
raw:检查,9,1
raw:求学经历,9,1
raw:深入,9,1
raw:潜伏,9,1
raw:瓦解,9,1
raw:研究对象,9,1
raw:破坏目标,9,1
raw:筹款,9,1
raw:筹集,9,1
raw:签署,9,1
raw:管理关系,9,1
raw:纪念关联,9,1
raw:组织-精神,9,1
raw:组织与事件,9,1
raw:组织依托,9,1
raw:组织依托地,9,1
raw:组织动员,9,1
raw:组织者-场所,9,1
raw:组织载体,9,1
raw:经济支持,9,1
raw:统计范围,9,1
raw:联络地,9,1
raw:肃清,9,1
raw:训练,9,1
raw:记录于,9,1
raw:记录机构,9,1
raw:证实,9,1
raw:调派,9,1
raw:调研,9,1
raw:负责人-区域,9,1
raw:购买,9,1
raw:赠予,9,1
raw:进行,9,1
raw:进行宣传,9,1
raw:遵循,9,1
raw:配合对象,9,1
raw:配备,9,1
raw:镇压行动,9,1
raw:阐述,9,1
raw:领导工作,9,1
raw:领导行动,9,1
raw:题字,9,1
raw:驻于,9,1
raw:鼓励,9,1
symbolized_by,9,0
held_position,8,0
originated_at,8,0
raw:implemented,8,1
raw:上下级,8,1
raw:事件-行动,8,1
raw:事件相关,8,1
raw:交接,8,1
raw:任务布置,8,1
raw:依赖,8,1
raw:保卫对象,8,1
raw:修筑,8,1
raw:入党地点,8,1
raw:关联-区域,8,1
raw:关联专题候选,8,1
raw:关联事件人物,8,1
raw:关联事件发生地,8,1
raw:军事行动-目标,8,1
raw:军事行动区域,8,1
raw:冲锋,8,1
raw:决定建立,8,1
raw:击杀,8,1
raw:击败,8,1
raw:分工关系,8,1
raw:创作来源,8,1
raw:创作背景,8,1
raw:利用关系,8,1
raw:协助转移,8,1
raw:参与-地点,8,1
raw:参与建设,8,1
raw:反对对象,8,1
raw:发展为实践社社员,8,1
raw:叛变关联,8,1
raw:召开于,8,1
raw:召开会议地点,8,1
raw:周旋,8,1
raw:呼应,8,1
raw:响应/带头,8,1
raw:响应事件,8,1
raw:商议,8,1
raw:场所-人物,8,1
raw:壮烈牺牲,8,1
raw:奇袭,8,1
raw:奠基,8,1
raw:守护,8,1
raw:宗旨,8,1
raw:实践载体,8,1
raw:审阅,8,1
raw:宣传载体,8,1
raw:开展活动于,8,1
raw:开辟区域,8,1
raw:情报联系,8,1
raw:成立时间,8,1
raw:战场,8,1
raw:所属组织,8,1
raw:抗争,8,1
raw:担任团长,8,1
raw:指导地点,8,1
raw:指挥/执行,8,1
raw:推动建立,8,1
raw:推翻,8,1
raw:推选,8,1
raw:提供线索,8,1
raw:支援者,8,1
raw:收缴对象,8,1
raw:改善,8,1
raw:政治工作,8,1
raw:政策指导,8,1
raw:救护,8,1
raw:治疗,8,1
raw:活动参与者,8,1
raw:派员,8,1
raw:渡江地点,8,1
raw:渡过,8,1
raw:演讲者,8,1
raw:潜入,8,1
raw:烧毁,8,1
raw:生擒,8,1
raw:监视对象,8,1
raw:盘踞于,8,1
raw:确定,8,1
raw:离开,8,1
raw:窜扰,8,1
raw:策略,8,1
raw:管辖区域,8,1
raw:组建关系,8,1
raw:组织-人员,8,1
raw:组织-区域,8,1
raw:组织-武装,8,1
raw:组织-行动,8,1
raw:组织对象,8,1
raw:组织来源,8,1
raw:组织调整,8,1
raw:缅怀,8,1
raw:联络人,8,1
raw:联络员,8,1
raw:营救行动,8,1
raw:落实,8,1
raw:行军,8,1
raw:被俘对象,8,1
raw:装备,8,1
raw:请示,8,1
raw:调研地点,8,1
raw:负伤,8,1
raw:贡献者,8,1
raw:资金来源,8,1
raw:起义地点,8,1
raw:逃往,8,1
raw:通报,8,1
raw:遗物关联,8,1
raw:部署于,8,1
raw:采取,8,1
raw:重视,8,1
raw:铺垫,8,1
raw:阻碍,8,1
raw:集结区域,8,1
raw:集结地,8,1
raw:领导/指导,8,1
raw:领导组织,8,1
raw:题写,8,1
raw:下属机构,7,1
raw:下设,7,1
raw:串联,7,1
raw:主体,7,1
raw:主攻,7,1
raw:举办方,7,1
raw:事件-参与者,7,1
raw:事件与地点,7,1
raw:事件与地点关联,7,1
raw:事件影响,7,1
raw:事件背景,7,1
raw:人物活动地点,7,1
raw:会议参与,7,1
raw:传达者,7,1
raw:作,7,1
raw:作战单位,7,1
raw:作战范围,7,1
raw:供出,7,1
raw:倡导者,7,1
raw:关联地点-组织,7,1
raw:关联地点与事件,7,1
raw:关联方,7,1
raw:关键节点,7,1
raw:军事行动-目标区域,7,1
raw:军事行动地点,7,1
raw:军事追剿,7,1
raw:决策主体,7,1
raw:分给,7,1
raw:创办者-机构,7,1
raw:创立者,7,1
raw:劝阻,7,1
raw:功能,7,1
raw:加强,7,1
raw:压制,7,1
raw:压迫对象,7,1
raw:参与/领导,7,1
raw:参与编辑,7,1
raw:反应,7,1
raw:发生地点-人物,7,1
raw:发言,7,1
raw:合影,7,1
raw:同伙,7,1
raw:同案犯,7,1
raw:吸收为党员,7,1
raw:地-事,7,1
raw:地点与事件关联,7,1
raw:地点归属,7,1
raw:地理支撑,7,1
raw:培养发展,7,1
raw:处决对象,7,1
raw:委派,7,1
raw:实施对象,7,1
raw:实施范围,7,1
raw:实践区域,7,1
raw:审讯对象,7,1
raw:尊重,7,1
raw:就义于,7,1
raw:尾追,7,1
raw:工作指导,7,1
raw:工作方法,7,1
raw:工作部署,7,1
raw:布置任务,7,1
raw:带动,7,1
raw:平息,7,1
raw:建立地点,7,1
raw:建立组织,7,1
raw:开始,7,1
raw:开展地点,7,1
raw:开设,7,1
raw:引领,7,1
raw:思想来源,7,1
raw:成为,7,1
raw:成立于,7,1
raw:战斗关系,7,1
raw:战术,7,1
raw:战略支点,7,1
raw:战略配合,7,1
raw:所属地区,7,1
raw:扩大,7,1
raw:扶持,7,1
raw:抚恤,7,1
raw:抢渡,7,1
raw:抽调,7,1
raw:担任主席,7,1
raw:担任区长,7,1
raw:担任大队长,7,1
raw:拍摄,7,1
raw:指导原则,7,1
raw:指引,7,1
raw:指挥-战场,7,1
raw:指挥-被指挥,7,1
raw:推动事件,7,1
raw:掩护对象,7,1
raw:提升,7,1
raw:支撑关系,7,1
raw:收留,7,1
raw:收藏,7,1
raw:政策关联,7,1
raw:救治,7,1
raw:救济,7,1
raw:教学,7,1
raw:教育场所,7,1
raw:教育者,7,1
raw:散发,7,1
raw:整编关系,7,1
raw:整训,7,1
raw:斗争区域,7,1
raw:时间延续,7,1
raw:标志,7,1
raw:核心,7,1
raw:武装斗争,7,1
raw:歼灭对象,7,1
raw:流传于,7,1
raw:流散地点,7,1
raw:渡江作战,7,1
raw:演讲地点,7,1
raw:炸毁,7,1
raw:父子,7,1
raw:物资供应,7,1
raw:理论依据,7,1
raw:申请,7,1
raw:破获,7,1
raw:窜入,7,1
raw:立功,7,1
raw:精神实践,7,1
raw:精神指导,7,1
raw:组织-关联,7,1
raw:组织-领导,7,1
raw:组织委员,7,1
raw:组织成果,7,1
raw:组织所在地,7,1
raw:经历事件,7,1
raw:编辑关系,7,1
raw:署名,7,1
raw:翻印,7,1
raw:考入,7,1
raw:考证,7,1
raw:肃反迫害,7,1
raw:行政区划,7,1
raw:补充,7,1
raw:被俘地点,7,1
raw:被捕于,7,1
raw:被歼灭,7,1
raw:触发,7,1
raw:讲解,7,1
raw:调查地点,7,1
raw:质问,7,1
raw:赠礼,7,1
raw:起始地,7,1
raw:躲藏,7,1
raw:转移活动,7,1
raw:进军路线,7,1
raw:进逼,7,1
raw:追歼,7,1
raw:逮捕行动,7,1
raw:逼近,7,1
raw:采购,7,1
raw:防堵,7,1
raw:防御对象,7,1
raw:限制,7,1
raw:集结出发地,7,1
raw:领导-活动区域,7,1
raw:领导与成员,7,1
raw:领导指导,7,1
raw:领导指挥,7,1
raw:领导暴动,7,1
raw:领导活动地,7,1
raw:领导职务,7,1
raw:题词关联,7,1
raw:驱逐,7,1
raw:驻军,7,1
raw:colleague_of,6,1
raw:died_during,6,1
raw:上下级关系,6,1
raw:上交,6,1
raw:中心区域,6,1
raw:事件与人物关联,6,1
raw:事件关联地,6,1
raw:事迹,6,1
raw:互动关系,6,1
raw:交通节点,6,1
raw:人-物,6,1
raw:人员调配,6,1
raw:人物-分布于,6,1
raw:人物-执行,6,1
raw:人物-物,6,1
raw:人物与事件关系,6,1
raw:任书记,6,1
raw:任教人员,6,1
raw:任教地点,6,1
raw:企图,6,1
raw:伏击歼灭,6,1
raw:会合/东窜,6,1
raw:传播者-载体,6,1
raw:传播路径,6,1
raw:佐证,6,1
raw:作出,6,1
raw:佯攻,6,1
raw:保护者,6,1
raw:保护行动,6,1
raw:信仰,6,1
raw:信息传播,6,1
raw:修复,6,1
raw:做工作,6,1
raw:公审,6,1
raw:公布,6,1
raw:关联地区人物,6,1
raw:军事目标,6,1
raw:决策支持,6,1
raw:出击,6,1
raw:出版物,6,1
raw:分发粮食,6,1
raw:创建者-根据地,6,1
raw:创造/参与,6,1
raw:制定依据,6,1
raw:劝降对象,6,1
raw:协助对象,6,1
raw:单线联系,6,1
raw:历史回顾,6,1
raw:参与制作,6,1
raw:参与机构,6,1
raw:参与领导,6,1
raw:发展为党员,6,1
raw:发展组织,6,1
raw:发布指示,6,1
raw:召集/部署,6,1
raw:合并关系,6,1
raw:同乡关系,6,1
raw:同属活动区域,6,1
raw:同意,6,1
raw:启蒙,6,1
raw:呼吁,6,1
raw:嘱托,6,1
raw:地-地关联,6,1
raw:地点-机构,6,1
raw:地理依托,6,1
raw:场所-事件,6,1
raw:委任,6,1
raw:安排工作,6,1
raw:安置地点,6,1
raw:实施地点,6,1
raw:实施者,6,1
raw:对立,6,1
raw:导火索,6,1
raw:射击,6,1
raw:工作据点,6,1
raw:工作重心,6,1
raw:应用,6,1
raw:建立联系,6,1
raw:开会,6,1
raw:形成于,6,1
raw:思想影响,6,1
raw:情报关联,6,1
raw:情报网络,6,1
raw:战利品,6,1
raw:战役对抗,6,1
raw:战斗事件,6,1
raw:战斗地,6,1
raw:战略核心,6,1
raw:打击目标,6,1
raw:打破,6,1
raw:扣留,6,1
raw:执行地,6,1
raw:批准入党,6,1
raw:批准成立,6,1
raw:抓捕对象,6,1
raw:抢修,6,1
raw:抵抗,6,1
raw:指导员,6,1
raw:指导工作,6,1
raw:指挥对象,6,1
raw:指控,6,1
raw:挖掘,6,1
raw:探望,6,1
raw:接上关系,6,1
raw:接受任务,6,1
raw:接受领导,6,1
raw:控制对象,6,1
raw:搜查,6,1
raw:撰稿,6,1
raw:撰稿人,6,1
raw:收买,6,1
raw:收养,6,1
raw:攻占目标,6,1
raw:放弃,6,1
raw:政治争取,6,1
raw:政治动员,6,1
raw:政策宣传,6,1
raw:教授,6,1
raw:教育对象,6,1
raw:教育机构,6,1
raw:教育经历,6,1
raw:时,6,1
raw:时间-地点,6,1
raw:机构-事件,6,1
raw:机构-地点,6,1
raw:架桥,6,1
raw:核心成员,6,1
raw:检举,6,1
raw:毗邻,6,1
raw:汇报对象,6,1
raw:活动轨迹,6,1
raw:活动转移,6,1
raw:爆破,6,1
raw:物品关联,6,1
raw:物资供给,6,1
raw:物资转运,6,1
raw:牺牲时间,6,1
raw:生俘,6,1
raw:突围出发地,6,1
raw:策反目标,6,1
raw:策反联系,6,1
raw:策反行动,6,1
raw:管理机构,6,1
raw:精神来源,6,1
raw:精神象征,6,1
raw:纪念活动,6,1
raw:组织-成果,6,1
raw:组织-文物,6,1
raw:组织-活动范围,6,1
raw:组织主体,6,1
raw:组织创建,6,1
raw:组织架构,6,1
raw:组织派遣,6,1
raw:组织者-参与者,6,1
raw:组织者-被组织者,6,1
raw:组织职务,6,1
raw:经济政策实施区域,6,1
raw:结束,6,1
raw:编入关系,6,1
raw:编组,6,1
raw:职务行动,6,1
raw:职务身份,6,1
raw:联系点,6,1
raw:联络节点,6,1
raw:致词,6,1
raw:英勇就义,6,1
raw:英勇牺牲,6,1
raw:营救对象,6,1
raw:落脚,6,1
raw:行为关联,6,1
raw:行军/筹粮,6,1
raw:行动-地点,6,1
raw:行动发生地,6,1
raw:被捕同案,6,1
raw:被斗争,6,1
raw:被歼,6,1
raw:认同,6,1
raw:认定,6,1
raw:设置,6,1
raw:访问记录,6,1
raw:评价者,6,1
raw:识破,6,1
raw:诉求对象,6,1
raw:诬陷,6,1
raw:请愿,6,1
raw:调解,6,1
raw:象征物,6,1
raw:负责联系,6,1
raw:赔偿,6,1
raw:赞扬,6,1
raw:赴,6,1
raw:起义投诚,6,1
raw:路线节点,6,1
raw:转化,6,1
raw:转移行动,6,1
raw:辩护,6,1
raw:迁址,6,1
raw:迂回,6,1
raw:进军/解放,6,1
raw:进攻路线,6,1
raw:退守,6,1
raw:送别,6,1
raw:逃窜,6,1
raw:通信联系,6,1
raw:通缉,6,1
raw:遇害,6,1
raw:重创,6,1
raw:长征,6,1
raw:防务,6,1
raw:集中,6,1
raw:集结于,6,1
raw:面临,6,1
raw:领导-参与者,6,1
raw:领导-成员,6,1
raw:领导/开展,6,1
raw:领导/配合,6,1
raw:领导与执行,6,1
raw:领导建立,6,1
raw:领导指示,6,1
raw:驰援,6,1
raw:驻守地,6,1
raw:高呼,6,1
published_by,5,0
raw:active_during,5,1
raw:visited,5,1
raw:下达命令,5,1
raw:争取工作,5,1
raw:争论,5,1
raw:事-物,5,1
raw:事件-内容,5,1
raw:事件-背景,5,1
raw:事件形式,5,1
raw:交战于,5,1
raw:交易,5,1
raw:交涉对象,5,1
raw:交通联络,5,1
raw:交通连接,5,1
raw:人物-导致,5,1
raw:人物-行为,5,1
raw:人物与地域关联,5,1
raw:介绍/联络,5,1
raw:介绍工作,5,1
raw:任务交接,5,1
raw:任务分配,5,1
raw:任务指示,5,1
raw:任职地域,5,1
raw:任职机构,5,1
raw:休整,5,1
raw:休整地,5,1
raw:会合地,5,1
raw:会议召开地,5,1
raw:传递者,5,1
raw:伪装身份,5,1
raw:作业区域,5,1
raw:作工作,5,1
raw:作战关联,5,1
raw:作战物资,5,1
raw:供给,5,1
raw:依托组织,5,1
raw:促使,5,1
raw:保护/营救,5,1
raw:保证,5,1
raw:保释,5,1
raw:军事协作,5,1
raw:军事协同,5,1
raw:军事指挥关系,5,1
raw:军事行动发生地,5,1
raw:军事行动目标,5,1
raw:军事解放,5,1
raw:军事进攻,5,1
raw:冲击,5,1
raw:决策事件,5,1
raw:出卖者,5,1
raw:出发于,5,1
raw:分布于,5,1
raw:刊登,5,1
raw:划分,5,1
raw:创办人,5,1
raw:办理,5,1
raw:加强领导,5,1
raw:区域-人物,5,1
raw:协作单位,5,1
raw:协调,5,1
raw:印刷,5,1
raw:原则,5,1
raw:参与会议,5,1
raw:参与创办,5,1
raw:参与成立,5,1
raw:参与指挥,5,1
raw:参考,5,1
raw:反扑,5,1
raw:反攻,5,1
raw:反映对象,5,1
raw:发动对象,5,1
raw:发动群众,5,1
raw:发动群众组织游击武装,5,1
raw:发展为农协会员,5,1
raw:发布载体,5,1
raw:发生于/安葬于,5,1
raw:发行地,5,1
raw:发起人-组织,5,1
raw:叛变破坏,5,1
raw:叛徒,5,1
raw:口述,5,1
raw:召见,5,1
raw:合作单位,5,1
raw:后续,5,1
raw:后续行动,5,1
raw:向导,5,1
raw:告密关系,5,1
raw:地区-特征,5,1
raw:培育,5,1
raw:培训来源,5,1
raw:处置对象,5,1
raw:奖励,5,1
raw:奠定基础,5,1
raw:威慑,5,1
raw:存在,5,1
raw:学习/活动场所,5,1
raw:学习对象,5,1
raw:实施场所,5,1
raw:审定,5,1
raw:审批,5,1
raw:审查,5,1
raw:宣传教育,5,1
raw:对抗-对象,5,1
raw:对比,5,1
raw:对象-事件,5,1
raw:导致被捕,5,1
raw:工作指示,5,1
raw:师生关系,5,1
raw:带路关系,5,1
raw:带队,5,1
raw:带领宣传,5,1
raw:并列关系,5,1
raw:并行,5,1
raw:建立关联,5,1
raw:建立根据地,5,1
raw:建设者,5,1
raw:开创,5,1
raw:开展斗争,5,1
raw:征集对象,5,1
raw:总结于,5,1
raw:恢复联系,5,1
raw:悼念与继承,5,1
raw:情报来源,5,1
raw:情报泄露,5,1
raw:成果关联,5,1
raw:战斗于,5,1
raw:战斗参与,5,1
raw:战斗目标,5,1
raw:战术手段,5,1
raw:战果,5,1
raw:战略支撑,5,1
raw:截获,5,1
raw:所属部队,5,1
raw:打开,5,1
raw:打通,5,1
raw:执教,5,1
raw:执笔,5,1
raw:批复,5,1
raw:抓捕行动,5,1
raw:投敌,5,1
raw:护卫,5,1
raw:报告对象,5,1
raw:担任主任,5,1
raw:担任师长,5,1
raw:担任校长,5,1
raw:指令下达,5,1
raw:指使,5,1
raw:指导/领导,5,1
raw:指导对象,5,1
raw:指挥-执行,5,1
raw:指挥/牺牲,5,1
raw:指挥决策,5,1
raw:指挥攻坚,5,1
raw:指挥者-事件,5,1
raw:指挥部署,5,1
raw:指控关系,5,1
raw:捉拿,5,1
raw:捐赠,5,1
raw:接头地点,5,1
raw:推进/布防,5,1
raw:掩伏,5,1
raw:掩埋,5,1
raw:掩护行动,5,1
raw:提炼,5,1
raw:揭发,5,1
raw:搏斗,5,1
raw:撤职,5,1
raw:操作,5,1
raw:支持单位,5,1
raw:支援地点,5,1
raw:收留关系,5,1
raw:收缴武器,5,1
raw:改称,5,1
raw:改造对象,5,1
raw:攻坚,5,1
raw:政治斗争,5,1
raw:政治谈判,5,1
raw:救治地点,5,1
raw:教学关系,5,1
raw:数据来源,5,1
raw:斗争目标,5,1
raw:时间范围,5,1
raw:暗杀,5,1
raw:机关驻地,5,1
raw:机构-执行,5,1
raw:构成关系,5,1
raw:枪决,5,1
raw:查看,5,1
raw:核心人物,5,1
raw:根据地,5,1
raw:武器装备,5,1
raw:死亡地点,5,1
raw:求助,5,1
raw:没收财产,5,1
raw:活动基地,5,1
raw:派遣-被派遣,5,1
raw:派遣者,5,1
raw:渗透关系,5,1
raw:游击区域,5,1
raw:潜伏于,5,1
raw:潜伏地点,5,1
raw:激励,5,1
raw:照料,5,1
raw:照料物资,5,1
raw:煽动,5,1
raw:父子关系,5,1
raw:物资,5,1
raw:物资输送,5,1
raw:物资运输,5,1
raw:瓦解对象,5,1
raw:盘剥,5,1
raw:目击,5,1
raw:目击者,5,1
raw:相关事件发生地,5,1
raw:相关人物与地点,5,1
raw:相关区域,5,1
raw:相关机构,5,1
raw:破坏对象,5,1
raw:移交关系,5,1
raw:移至,5,1
raw:突破目标,5,1
raw:筹粮,5,1
raw:籍贯/活动区域,5,1
raw:纪念关系,5,1
raw:组建地,5,1
raw:组织-产物,5,1
raw:组织-人员关联,5,1
raw:组织-据点,5,1
raw:组织/指挥,5,1
raw:组织与地点,5,1
raw:组织升级,5,1
raw:组织变更,5,1
raw:组织合并,5,1
raw:组织指导,5,1
raw:组织据点,5,1
raw:组织管理,5,1
raw:组织者-活动,5,1
raw:统率,5,1
raw:继承关系,5,1
raw:编制隶属,5,1
raw:编纂/审阅,5,1
raw:缴获物,5,1
raw:群众工作,5,1
raw:群众运动,5,1
raw:联系地区,5,1
raw:联络中心,5,1
raw:联络单位,5,1
raw:背景-事件,5,1
raw:藏匿地,5,1
raw:行军/转移,5,1
raw:行动-结果,5,1
raw:行动指向,5,1
raw:行政管辖,5,1
raw:行进方向,5,1
raw:衍生关系,5,1
raw:被俘虏,5,1
raw:被处决,5,1
raw:被捕关押,5,1
raw:被捕审讯,5,1
raw:袭占,5,1
raw:解释,5,1
raw:训令,5,1
raw:记录主体,5,1
raw:记录者-事件,5,1
raw:设在,5,1
raw:设立者,5,1
raw:访问,5,1
raw:调入,5,1
raw:调离,5,1
raw:调配,5,1
raw:谈判参与方,5,1
raw:负伤于,5,1
raw:负责人-组织,5,1
raw:贯彻期,5,1
raw:路线经过,5,1
raw:躲避地点,5,1
raw:转战区域,5,1
raw:迁移关系,5,1
raw:运输通道,5,1
raw:进军方向,5,1
raw:进抵,5,1
raw:进攻行动,5,1
raw:追捕对象,5,1
raw:适用,5,1
raw:途经区域,5,1
raw:通信对象,5,1
raw:通知转移,5,1
raw:遇难者,5,1
raw:避难地,5,1
raw:酝酿,5,1
raw:针对目标,5,1
raw:钳制,5,1
raw:防御区域,5,1
raw:防御目标,5,1
raw:防御阵地,5,1
raw:震慑,5,1
raw:领导/指挥,5,1
raw:领导/支持,5,1
raw:领导/组织,5,1
raw:领导/被领导,5,1
raw:领导创建,5,1
raw:题写者,5,1
created_during,4,0
formed_during,4,0
originated_from_event,4,0
raw:documented_in,4,1
raw:formed_during,4,1
raw:上级组织,4,1
raw:中心,4,1
raw:主持/致词,4,1
raw:主持人,4,1
raw:主持成立,4,1
raw:事/地关联,4,1
raw:事件-人物关联,4,1
raw:事件-物,4,1
raw:事件-生成,4,1
raw:事件-目的,4,1
raw:事件与组织,4,1
raw:事件人物关联,4,1
raw:事件发生地关联,4,1
raw:交代,4,1
raw:交出,4,1
raw:交往,4,1
raw:交流,4,1
raw:交涉/部署,4,1
raw:交谈,4,1
raw:交通员,4,1
raw:交通线,4,1
raw:交通联系,4,1
raw:产出物资,4,1
raw:产生,4,1
raw:人-人,4,1
raw:人/事,4,1
raw:人事关联,4,1
raw:人员输送,4,1
raw:人物-场所,4,1
raw:人物-打击,4,1
raw:人物-行动,4,1
raw:人物与组织关联,4,1
raw:人物事件关联,4,1
raw:介绍加入组织,4,1
raw:代理,4,1
raw:代销关系,4,1
raw:任教于,4,1
raw:任职地-人物,4,1
raw:优待,4,1
raw:会师关系,4,1
raw:会师地,4,1
raw:会议场所,4,1
raw:会谈商定,4,1
raw:传播关系,4,1
raw:传播渠道,4,1
raw:传播者-媒介,4,1
raw:传递关系,4,1
raw:传递物,4,1
raw:伴随,4,1
raw:作序,4,1
raw:作战路线,4,1
raw:作用于,4,1
raw:使用场所,4,1
raw:使用物品,4,1
raw:供应联系,4,1
raw:依托于,4,1
raw:依据文件,4,1
raw:侦察目标,4,1
raw:侦查行动,4,1
raw:侵占,4,1
raw:保护对象-负责人,4,1
raw:信念,4,1
raw:信息提供者,4,1
raw:偷渡,4,1
raw:入党关系,4,1
raw:关怀对象,4,1
raw:关联事件与地域,4,1
raw:关联事件与纪念物,4,1
raw:关联任务,4,1
raw:关联地-组织,4,1
raw:关联地点人物,4,1
raw:关联活动,4,1
raw:关键,4,1
raw:冒名顶替,4,1
raw:写标语,4,1
raw:军事包围,4,1
raw:军事应对,4,1
raw:军事控制,4,1
raw:军民情谊,4,1
raw:农民协会成立大会,4,1
raw:冲突关联,4,1
raw:决策-事件,4,1
raw:决策参与者,4,1
raw:出发地点,4,1
raw:出版单位,4,1
raw:出生地/活动地,4,1
raw:出谷,4,1
raw:击破,4,1
raw:分兵,4,1
raw:分化,4,1
raw:分布区域,4,1
raw:创作/传播,4,1
raw:创办者-作品,4,1
raw:创建于,4,1
raw:创建领导,4,1
raw:判处,4,1
raw:制定政策,4,1
raw:刺杀,4,1
raw:剥削/压迫,4,1
raw:剿匪,4,1
raw:劝导,4,1
raw:劝导关系,4,1
raw:劝降关系,4,1
raw:加入中国共产党,4,1
raw:动员对象,4,1
raw:劫掠,4,1
raw:势力范围,4,1
raw:勉励,4,1
raw:北撤,4,1
raw:区域-关联,4,1
raw:医治,4,1
raw:升级,4,1
raw:南下,4,1
raw:参与/牺牲,4,1
raw:参与保护,4,1
raw:参与筹备,4,1
raw:反抗斗争,4,1
raw:发出号召,4,1
raw:发展者,4,1
raw:发布地点,4,1
raw:发布方,4,1
raw:发生在,4,1
raw:发表于,4,1
raw:发起单位,4,1
raw:取消,4,1
raw:受审,4,1
raw:受审于,4,1
raw:叛变投敌,4,1
raw:召开会议于,4,1
raw:史料编纂,4,1
raw:同学关系,4,1
raw:同战斗经历,4,1
raw:同窗,4,1
raw:同窗关系,4,1
raw:同类事件,4,1
